"Id","organizationname","departmentname","jobname"
1440,Peterborough Regional Health Center,AS HEALTH RECORDS,"F/T PSP, HEALREC DATA QUAL SPEC"
1441,Peterborough Regional Health Center,AS HEALTH RECORDS,"F/T PSP, HEALTH QUALIYT INFRMTN"
1442,Peterborough Regional Health Center,AS HEALTH RECORDS,"MANAGER, HEALTH INFORMATION"
1443,Peterborough Regional Health Center,AS HEALTH RECORDS,"P/T CLK.3, HEALTH REC."
1444,Peterborough Regional Health Center,AS HEALTH RECORDS,"P/T CLK.4, HEALTH REC.    RC5"
1445,Peterborough Regional Health Center,AS HEALTH RECORDS,"P/T CLK.5, HEALTH REC."
1446,Peterborough Regional Health Center,AS HEALTH RECORDS,"P/T RC4 CLK.3, HEALTH REC."
1447,Peterborough Regional Health Center,AS HEALTH RECORDS,"P/T RC5 CLK4, AS HEALTH RECORDS"
1448,Peterborough Regional Health Center,AS HEALTH RECORDS,P/T RC6 CLK5 HLT RECORDS PRCTR
1449,Peterborough Regional Health Center,AC DN CARE ENDOSCOPY,"P/T CLERK 3, ENDOSCOPY"
1450,Peterborough Regional Health Center,AC DN CARE ENDOSCOPY,"P/T CLK.5, ENDOSCOPY"
1451,Peterborough Regional Health Center,AC CLINIC MH ACUTE PSYCHIATRY,"F/T CLERK 3, PSY. DAY THERAPY"
1452,Peterborough Regional Health Center,AC CLINIC MH ACUTE PSYCHIATRY,"P/T CLERK 3, PSY. DAY THERAPY"
1453,Peterborough Regional Health Center,AC CLINIC MH ACUTE PSYCHIATRY,"P/T CLERK 5, PSY. DAY THERAPY"
1454,Peterborough Regional Health Center,OV COM MH CHILD ADOLESCENT MCY,"F/T CLERK 5, FYC"
1455,Peterborough Regional Health Center,OV COM MH CHILD ADOLESCENT MCY,"P/T CLERK 3, FYC"
1456,Peterborough Regional Health Center,OV COM MH PSYCHOGERIATRIC PASE,"F/T CLERK 5, PASE"
1457,Peterborough Regional Health Center,OV COM MH PSYCHOGERIATRIC PASE,"P/T CLERK 5, PASE"
1458,Peterborough Regional Health Center,OV COM MH SCHIZOPHRENIA,"F/T CLERK 5, SCHIZ CLINIC"
1459,Peterborough Regional Health Center,OV COM MH SCHIZOPHRENIA,PT CLERK 3 M
1460,Peterborough Regional Health Center,AC CLINIC MH ACUTE PSYCHIATRY,F/T CONSULT LIAISON CLINICIAN
1461,Peterborough Regional Health Center,AC CLINIC MH ACUTE PSYCHIATRY,"F/T MANAGER, CRISIS RESPONSE, PATC, LYNX, & CTO"
1462,Peterborough Regional Health Center,AC CLINIC MH ACUTE PSYCHIATRY,F/T NURSE PRACTIONER PSY DAY
1463,Peterborough Regional Health Center,AC CLINIC MH ACUTE PSYCHIATRY,P/T ADMIN.ASST.IP MENT.HLTH.AC
1464,Peterborough Regional Health Center,AC CLINIC MH ACUTE PSYCHIATRY,"P/T MSW, ADULT DAY THER.PRGRM"
1465,Peterborough Regional Health Center,AC CLINIC MH ACUTE PSYCHIATRY,"P/T R.N., PSYCH.DAY THERAPY"
1466,Peterborough Regional Health Center,AC CLINIC MH CHILD ADOLESCENT,F/T CHILD YTH WRKR-CHILD ADOLE
1467,Peterborough Regional Health Center,AC CLINIC MH CHILD ADOLESCENT,"F/T NURSE PRACT., CHILD ADOLES"
1468,Peterborough Regional Health Center,AC CLINIC MH CHILD ADOLESCENT,"F/T R.N., MH CHILD ADOLESCENT"
1469,Peterborough Regional Health Center,AC CLINIC MH CHILD ADOLESCENT,"F/T R.P.N., CHILD/ADOLESCENT"
1470,Peterborough Regional Health Center,AC CLINIC MH PSYCH CRISIS SPEC,"F/T R.N., MH CRISIS BEDS E.R."
1471,Peterborough Regional Health Center,AC CLINIC MH PSYCH CRISIS SPEC,"F/T R.P.N., MH CRISIS E.R."
1472,Peterborough Regional Health Center,IP MH CHILD ADOLESCENT,F/T CHILD YTH WRKR-IPMH CHILD
1473,Peterborough Regional Health Center,IP MH CHILD ADOLESCENT,"F/T R.N., IPMH CHILD ADOLESCEN"
1474,Peterborough Regional Health Center,IP MH CHILD ADOLESCENT,P/T CHILD YTH WRKR-IPMH CHILD
1475,Peterborough Regional Health Center,IP MH CHILD ADOLESCENT,"P/T CLERK 3, IPMH"
1476,Peterborough Regional Health Center,IP MH D1,F/T ADMIN.ASST.IP MENT.HLTH.AC
1477,Peterborough Regional Health Center,IP MH D1,"F/T CLK.GEN.4, D1 MHS IP"
1478,Peterborough Regional Health Center,IP MH D1,F/T DIRECTOR-MENT.HLTH/ADDICT.
1479,Peterborough Regional Health Center,IP MH D1,"F/T MANAGER, MENT.HLTH/ADDICT."
1480,Peterborough Regional Health Center,IP MH D1,"F/T MSW, SOCIAL WORK IPMH"
1481,Peterborough Regional Health Center,IP MH D1,"F/T O.T., I.P.M.H."
1489,Peterborough Regional Health Center,OV COM MH CHILD ADOLESCENT MCY,"P/T MSW, FYC"
1500,Peterborough Regional Health Center,OV COM MH PSYCHOGERIATRIC PASE,"P/T O.T., PASE"
1511,Peterborough Regional Health Center,AS MAT MGMT REPROCESSING SPD,"F/T LEAD SURG.SUITE ASST., SPD"
1522,Peterborough Regional Health Center,DAY SURG PRE AND POST SOP,"F/T R.N., W5 S.O.P."
1533,Peterborough Regional Health Center,OR IP SURGICAL CASES,"MANAGER, O.R."
1544,Peterborough Regional Health Center,AC CLINIC PEDIATRIC,"P/T NP, AC PAED.CLINIC (POP)"
1555,Peterborough Regional Health Center,IP MEDICAL HOSPITALIST,"P/T NURSE PRACTIONER, HSPTLST"
1566,Peterborough Regional Health Center,AC CLINIC COMBINED GEN MED SUR,"P/T CLK.3, AC COMB.GEN.MED/SUR"
1577,Peterborough Regional Health Center,AC CLINIC METABOLIC GENERAL,"P/T CLK.3, CCDC"
1588,Peterborough Regional Health Center,AC DN HOME HEMODIALYSIS,"F/T CLK.4, ACDNHOMEHEMODIALYSIS"
1598,Peterborough Regional Health Center,MI ADMINISTRATION PACS,F/T PACS.ADMINISTRATOR
1599,Peterborough Regional Health Center,MI ADMINISTRATION PACS,P/T PACS.ADMINISTRATOR
1600,Peterborough Regional Health Center,MI COMPUTED TOMOGRAPHY,F/T SR. TECHL CAT SCAN
1601,Peterborough Regional Health Center,MI INTERVENTIONAL RADIOLOGY,"F/T CHARGE TECHNOLOGIST, IR"
1602,Peterborough Regional Health Center,MI INTERVENTIONAL RADIOLOGY,"P/T AIDE/ATTD., DI"
1603,Peterborough Regional Health Center,MI MAGNETIC RESONANCE IMAGING,"F/T CHG.TECHL, MRI"
1604,Peterborough Regional Health Center,MI MAGNETIC RESONANCE IMAGING,"F/T R.T., MRI"
1605,Peterborough Regional Health Center,MI NUCLEAR MEDICINE,"F/T CHG.TECHL, NUCLEAR MED."
1606,Peterborough Regional Health Center,MI NUCLEAR MEDICINE,"F/T R.T., NUCLEAR MED."
1607,Peterborough Regional Health Center,MI RADIOGRAPHY,"F/T PAT.TRANS.ATTD., DIAG.IMAGI"
1608,Peterborough Regional Health Center,MI RADIOGRAPHY,"F/T R.T., DIAG. IMAGING"
1609,Peterborough Regional Health Center,MI RADIOGRAPHY,F/T SR. TECHL DIAG. IMAGING
1610,Peterborough Regional Health Center,MI RADIOGRAPHY,"P/T PAT.TRANS.ATTD., DIAG.IMAGI"
1611,Peterborough Regional Health Center,MI RADIOGRAPHY,"P/T R.T., DIAG. IMAGING"
1612,Peterborough Regional Health Center,MI ULTRASOUND,"F/T R.T., ULTRASOUND"
1613,Peterborough Regional Health Center,MI ULTRASOUND,F/T SR. TECHL ULTRASOUND
1614,Peterborough Regional Health Center,MI ULTRASOUND,"P/T R.T., ULTRASOUND"
1615,Peterborough Regional Health Center,AC CLINIC PEDIATRIC,"F/T LACTATION CONSULT., POP"
1616,Peterborough Regional Health Center,IP OBS L AND D,"F/T CLK.4, W6 BIRTH.SUITE"
1617,Peterborough Regional Health Center,IP OBS L AND D,"F/T R.N., W6 BIRTH.SUITE"
1618,Peterborough Regional Health Center,IP OBS L AND D,"P/T R.N., W6 BIRTH.SUITE"
1619,Peterborough Regional Health Center,IP OBS NICU,"F/T MANAGER, L/D & NICU"
1620,Peterborough Regional Health Center,IP OBSTETRICS LDRP,DIRECTOR IP OBS. ANTE POSTPART
1621,Peterborough Regional Health Center,IP OBSTETRICS LDRP,"F/T CLK.4, A6 MAT.CHILD"
1622,Peterborough Regional Health Center,IP OBSTETRICS LDRP,"F/T INT.MGR, A6 MATERNAL CHILD"
1623,Peterborough Regional Health Center,IP OBSTETRICS LDRP,"F/T R.N., A6 MAT.CHILD"
1624,Peterborough Regional Health Center,IP OBSTETRICS LDRP,"F/T R.P.N., A6 MAT.CHILD"
1625,Peterborough Regional Health Center,IP OBSTETRICS LDRP,"P/T CLERK 3, A6 MAT.CHILD"
1626,Peterborough Regional Health Center,IP OBSTETRICS LDRP,"P/T NON-R.N., A6 MAT.CHILD"
1627,Peterborough Regional Health Center,IP OBSTETRICS LDRP,"P/T R.N., A6 MAT.CHILD"
1628,Peterborough Regional Health Center,IP OBSTETRICS LDRP,"P/T R.P.N., A6 MAT.CHILD"
1629,Peterborough Regional Health Center,IP OBSTETRICS LDRP,P/T RC4 CLK3 A6 MATERNAL CHILD
1630,Peterborough Regional Health Center,AC DN ONCOLOGY CHEMO,"F/T PHTECHN, DRUG ACCESS FACLTR"
1631,Peterborough Regional Health Center,AC DN ONCOLOGY CHEMO,"P/T PHTECHN, DRUG ACCESS FACLTR"
1632,Peterborough Regional Health Center,AC CLINIC GERIATRIC GENERAL,"F/T PHARMACIST, GAIN"
1633,Peterborough Regional Health Center,AC CLINIC METABOLIC GENERAL,"P/T PHARMACIST, PHARM CCDC"
1634,Peterborough Regional Health Center,AC DN HEMODIALYSIS IN-CENTRE,"F/T PHARMACIST, PH PHARM.DIAL."
1635,Peterborough Regional Health Center,AC DN HEMODIALYSIS IN-CENTRE,"F/T PHARMACIST, DIALYSIS"
1636,Peterborough Regional Health Center,AC DN HEMODIALYSIS IN-CENTRE,"P/T PHARMACIST, PHRM DIALYSIS"
1637,Peterborough Regional Health Center,PH PHARMACY,F/T DRUG INVENTORY CONSULTANT
1638,Peterborough Regional Health Center,PH PHARMACY,"F/T MANAGER, PHARMACY"
1639,Peterborough Regional Health Center,PH PHARMACY,F/T PHARMACIST
1640,Peterborough Regional Health Center,PH PHARMACY,F/T PHARMACIST PRACTICE LEAD
1641,Peterborough Regional Health Center,PH PHARMACY,"F/T PHARMACIST, PHARMACY"
1642,Peterborough Regional Health Center,PH PHARMACY,F/T PHARMACY SUPP ASSOCIATE
1643,Peterborough Regional Health Center,PH PHARMACY,F/T PHARMACY TECHNICIAN
1644,Peterborough Regional Health Center,PH PHARMACY,"F/T PSP, MEDICATION SAFETY, PHAR"
1645,Peterborough Regional Health Center,PH PHARMACY,"F/T PSP, PHARMACY SYSTEMS"
1646,Peterborough Regional Health Center,PH PHARMACY,F/T SR.PHARMACY TECHNICIAN
1647,Peterborough Regional Health Center,PH PHARMACY,F/T SUPERVISOR 5
1648,Peterborough Regional Health Center,PH PHARMACY,"P/T PHARMACIST, PHARMACY"
1649,Peterborough Regional Health Center,PH PHARMACY,"P/T PHARMACIST, PHARMACY ONCL"
1650,Peterborough Regional Health Center,PH PHARMACY,P/T PHARMACY TECHNICIAN
1651,Peterborough Regional Health Center,PH PHARMACY,P/T SR.PHARMACY TECHNICIAN
1652,Ross Memorial Hospital,DIAL,DIALYSIS ASSISTANT
1653,Ross Memorial Hospital,DIAL,DIALYSIS ASSISTANT - LEADHAND
1654,Ross Memorial Hospital,DIAL,"RN, DIALYSIS"
1655,Ross Memorial Hospital,DIAL,"RN, DIALYSIS PTB"
1656,Ross Memorial Hospital,GAIN,"RPN, BNS SENIOR SERVICES"
1657,Ross Memorial Hospital,EMERG,"RN, EMERGENCY"
1658,Ross Memorial Hospital,EMERG,"RN, EMERGENCY JOBSHARE"
1659,Ross Memorial Hospital,EMERG,"RN, EMERGENCY PTB"
1660,Ross Memorial Hospital,EMERG,"RN, EMERGENCY WKND WORKER"
1661,Ross Memorial Hospital,EMERG,"RN, ER PATIENT NAVIGATOR"
1662,Ross Memorial Hospital,EMERG,"RPN, EMERGENCY"
1663,Ross Memorial Hospital,EMERG,"UNIT MANAGER, EMERGENCY"
1664,Ross Memorial Hospital,EMERG,"WARD CLERK, ER"
1665,Ross Memorial Hospital,ERMED,"DIRECTOR, CRITICAL CARE, MED & PTN FLOW"
1666,Ross Memorial Hospital,GEM,GERIATRIC EMERGENCY MGMT NURSE
1674,Ross Memorial Hospital,CORE,"MLT, CHARGE, QUALITY/POINT OF CARE COORD"
1685,Ross Memorial Hospital,PHY,PHYSIOTHERAPIST
1696,Ross Memorial Hospital,CCP1,"WARD CLERK, CCP1"
1707,Ross Memorial Hospital,CLNUT,"COORDINATOR, CLINICAL NUTRITION CCP1"
1718,Ross Memorial Hospital,MED,"RN, MEDICAL NM"
1729,Ross Memorial Hospital,OTGEN,OCCUPATIONAL THERAPIST
1740,Ross Memorial Hospital,SURG,"RPN, SURGICLAL"
1751,Ross Memorial Hospital,HSKG,"MANAGER, ENVIRONMENTAL SERVICES, GS & L"
1762,Ross Memorial Hospital,HREC,HEALTH RECORDS TECHNICIAN
1773,Ross Memorial Hospital,OR,PAC CLUSTER 3
1783,Ross Memorial Hospital,STOR,JIT INVENTORY CLERK
1784,Ross Memorial Hospital,RESP,REGISTERED RESPIRATORY THERAPIST
1785,Ross Memorial Hospital,RESP,RRT SENIOR
1786,Ross Memorial Hospital,ADMT,PAC CLUSTER 1
1787,Ross Memorial Hospital,CDAC,"PAC, CDAC"
1788,Ross Memorial Hospital,CDAC,"WARD CLERK, CDAC"
1789,Ross Memorial Hospital,COMB,PAC CLUSTER 3
1790,Ross Memorial Hospital,DIAB,"SECRETARY, DIABETES CLINIC"
1791,Ross Memorial Hospital,DIAL,"SECRETARY, DIALYSIS"
1792,Ross Memorial Hospital,DIAL,"UNIT MANAGER, CCP1/PALLIATIVE & DIALYSIS"
1793,Ross Memorial Hospital,PHYRAC,PAC CLUSTER 3 PHYBC
1794,Ross Memorial Hospital,UMAD,"INTERIM UNIT MANAGER, ACU/DIAL"
1795,Ross Memorial Hospital,DI,MEDICAL RADIATION TECHNOLOGIST
1796,Ross Memorial Hospital,CT,"MRT SENIOR, CT"
1797,Ross Memorial Hospital,DI,MEDICAL RADIATION TECHNOLOGIST JOBSHARE
1798,Ross Memorial Hospital,DI,"MRT CHARGE, PACS"
1799,Ross Memorial Hospital,DI,PAC CLUSTER 2
1800,Ross Memorial Hospital,MAMM,"MRT SENIOR, MAMMOGRAPHY"
1801,Ross Memorial Hospital,MRI,MRI MEDICAL RADIATION TECHNOLOGIST
1802,Ross Memorial Hospital,MRI,MRI MRT SENIOR
1803,Ross Memorial Hospital,ULTRA,ULTRASONOGRAPHER
1804,Ross Memorial Hospital,ULTRA,ULTRASONOGRAPHER SENIOR
1805,Ross Memorial Hospital,OBS,"RN, OBS/SURGICAL"
1806,Ross Memorial Hospital,OBS,"RN, OBS/SURGICAL PTB"
1807,Ross Memorial Hospital,OBS,WARD CLERK OBS/SURGICAL
1808,Ross Memorial Hospital,OBS,"WARD CLERK, OBSTETRICS"
1809,Ross Memorial Hospital,SURG,"RN, OBS, SURGICAL"
1810,Ross Memorial Hospital,SURG,"UNIT MANAGER, OBS & SURGICAL"
1811,Ross Memorial Hospital,PHARM,"MANAGER, PHARMACY"
1812,Ross Memorial Hospital,PHARM,PHARMACIST
1813,Ross Memorial Hospital,PHARM,PHARMACY TECHNICIAN
1814,Ross Memorial Hospital,PHARM,PHARMACY TECHNICIAN APPLICANT
2398,Scarborough Health Network,C PRE-OP CLINIC,REGISTERED PRACTICAL NURSE
2399,Scarborough Health Network,C PROCESSING,"SUPERVISOR, MDRD"
2400,Scarborough Health Network,C SURGICAL PROG ADMIN,"MANAGER, SURGERY & AMBULATORY CARE"
2401,Scarborough Health Network,C SURGICAL SPECIALTY CLINICS,REGISTERED NURSE
2402,Scarborough Health Network,CYSTOCOPY UNIT,REGISTERED NURSE
2403,Scarborough Health Network,DIVISION MANAGEMENT SURGERY,"MANAGER, MEDICAL DEVICES REPROCESSING"
2404,Scarborough Health Network,DIVISION MANAGEMENT SURGERY,"MANAGER, OR SYSTEMS BOOKING AND PRE-ADMISSION"
2405,Scarborough Health Network,MEDICAL DEVICES REPROCESSING DEPT,"SUPERVISOR, MDRD"
2406,Scarborough Health Network,OR BOOKING,BOOKING CLERK 4
2414,Scarborough Health Network,SURGICAL SUITES,INVENTORY COORDINATOR
2425,Scarborough Health Network,BR ECG,CERTIFIED EMG TECHNICIAN
2436,Scarborough Health Network,C RESPIRATORY THERAPY,REG. RESPIRATORY THERAPIST
2447,Scarborough Health Network,TOWER 7 TCU MEDICINE,"NURSE PRACTITIONER, PAC PROGRAM"
2458,Scarborough Health Network,SHN C ASSESSMENT CENTRE,REGISTRATION CLERK
2469,Scarborough Health Network,C GENETICS COUNSELLING,SECRETARY II
2480,Scarborough Health Network,DIABETES EDUCATION PROGRAM,CLERK 4
2491,Scarborough Health Network,NEPH VASCULAR ACCESS RESOURCE,UNIT CLERK II
2502,Scarborough Health Network,SATELLITE HEMODIALYSIS UNIT,UNIT CLERK II
2513,Scarborough Health Network,DIVISION OF WOMEN & CHILD CARE (MNCC),"MANAGER, WOMEN'S & CHILDREN'S HEALTH"
2523,Scarborough Health Network,PHARMACY DRUG PROC & DIST,PHARMACY TECHNICIAN
2524,Scarborough Health Network,PHARMACY ONCOLOGY DISTRIBUTION,DRUG ACCESS NAVIGATOR
2525,Scarborough Health Network,ANTIMICROBIAL STEWARDSHIP PROGRAM,SENIOR PHARMACIST
2526,Scarborough Health Network,BR PHARMACY CLINICAL,PHARMACIST
2527,Scarborough Health Network,BR PHARMACY CLINICAL,PROFESSIONAL PRACTICE LEADER
2528,Scarborough Health Network,BR PHARMACY DRUG PROC & DIST,PHARMACY ASSISTANT
2529,Scarborough Health Network,BR PHARMACY DRUG PROC & DIST,PHARMACY STUDENT
2530,Scarborough Health Network,BR PHARMACY DRUG PROC & DIST,PHARMACY TECHNICIAN
2531,Scarborough Health Network,C GAINS CLINIC,PHARMACIST
2532,Scarborough Health Network,C PHA DRUG PROC. AND DISTRIB.,PHARMACY ASSISTANT
2533,Scarborough Health Network,C PHA DRUG PROC. AND DISTRIB.,PHARMACY STUDENT
2534,Scarborough Health Network,C PHA DRUG PROC. AND DISTRIB.,PHARMACY TECH III
2535,Scarborough Health Network,GAIN GERIATRIC CLINIC,PHARMACIST
2536,Scarborough Health Network,GEN DRUG STORE,CHARGE PHARMACY TECHNICIAN
2537,Scarborough Health Network,PHARMACY ADMINISTRATION,"DIRECTOR, PHARMACY SERVICES"
2538,Scarborough Health Network,PHARMACY ADMINISTRATION,"MANAGER, CORPORATE SERVICES"
2539,Scarborough Health Network,PHARMACY ADMINISTRATION,"MANAGER, PHARMACY ONCOLOGY DISTRIBUTION"
2540,Scarborough Health Network,PHARMACY ADMINISTRATION,"MANAGER, PHARMACY SERVICES"
2541,Scarborough Health Network,PHARMACY CLINICAL,DRUG UTILIZATION EVAL/CLINICAL PHARMACIST
2542,Scarborough Health Network,PHARMACY DRUG PROC & DIST,CERTIFIED PHARMACY ASSISTANT
2543,Scarborough Health Network,PHARMACY DRUG PROC & DIST,CHARGE PHARMACY TECHNICIAN - STERILE COMPOUNDING
2544,Scarborough Health Network,PHARMACY DRUG PROC & DIST,"MANAGER, PHARMACY SERVICES"
2545,Scarborough Health Network,PHARMACY DRUG PROC & DIST,PHARMACY ASSISTANT
2546,Scarborough Health Network,PHARMACY DRUG PROC & DIST,PHARMACY STUDENT
2547,Scarborough Health Network,PHARMACY ONCOLOGY DISTRIBUTION,PHARMACIST
2548,Scarborough Health Network,TOWER 7 TCU MEDICINE,PHARMACIST
1065,Northumberland Hills Hospital,OPERATING,BOOKING CLERK
1063,Northumberland Hills Hospital,MENTAL HEALTH,SOCIAL WORKER MSW
2549,Scarborough Health Network,C 3MBW CCC,NURSE EXTERN
2550,Northumberland Hills Hospital,SHORT STAY UNIT,RN
2551,Northumberland Hills Hospital,SHORT STAY UNIT,RPN
2552,Northumberland Hills Hospital,SHORT STAY UNIT,SW
2553,Northumberland Hills Hospital,SHORT STAY UNIT,PSW
2554,Northumberland Hills Hospital,EMERGENCY,PSW
2555,Northumberland Hills Hospital,ACUTE CARE,PSW
2556,Northumberland Hills Hospital,OPERATING,ANESTHESIA ASSISTANT
2557,Northumberland Hills Hospital,ADMINISTRATION,CFO
2558,Northumberland Hills Hospital,ADMINISTRATION,CNE
2559,Northumberland Hills Hospital,ADMINISTRATION,CEO
2560,Northumberland Hills Hospital,ADMINISTRATION,CIO
2561,Northumberland Hills Hospital,PALLIATIVE,RN
2562,Northumberland Hills Hospital,ADMINISTRATION,DIR CLINICAL SERVICES
2563,Northumberland Hills Hospital,ADMINISTRATION,MGR CLINICAL SERVICES
2564,Northumberland Hills Hospital,CLINICAL OPERATIONS,SUPERVISOR CLINICAL SERVICES
2565,Northumberland Hills Hospital,HUMAN RESOURCES,"MANAGER, QUALITY/SAFETY/RISK"
2566,Northumberland Hills Hospital,FINANCE,ACCOUNTING SUPERVISOR
2567,Northumberland Hills Hospital,INFORMATION TECHNOLOGY,IT HELP DESK TECHNICIAN
2568,Northumberland Hills Hospital,PROFESSIONAL PRACTICE,CLINICAL EXTERN
2569,Northumberland Hills Hospital,HUMAN RESOURCES,VP HR / RISK
2570,Northumberland Hills Hospital,CLINICAL INFORMATICS,MGR CLINICAL INFORMATICS
2571,Northumberland Hills Hospital,CLINICAL INFORMATICS,CLINICAL INFORMATICS SPECIALIST
2572,Scarborough Health Network,CP4 MEDICINE,NURSE EXTERN
2573,Scarborough Health Network,"2 CENTRAL NEPHROLOGY",NURSE EXTERN
2574,Scarborough Health Network,"3 CENTRAL SURGICAL",NURSE EXTERN
2575,Scarborough Health Network,DIAGNOSTIC IMAGING,M.R.T(R)
2576,Lakeridge Health Corporation,"LHAP, 2N MEDICINE",RN
2577,Lakeridge Health Corporation,LHO GEN MED OVERFLOW,REGISTERED PRACTICAL NURSE
2578,Lakeridge Health Corporation,ACUTE MEDICINE SHORT STAY UNIT,PERSONAL SUPPORT WORKER
2579,Lakeridge Health Corporation,DRCC CLINICAL TRIALS,RESEARCH STUDENT
2648,Lakeridge Health Corporation,"EMERGENCY, LHAP",IEN EXTERN
2580,Lakeridge Health Corporation,"LDRP, LHAP",REGISTERED NURSE
2581,Lakeridge Health Corporation,"PATIENT FOOD SERVICES, LHAP",PATIENT FOOD SERVICE SUPERVISOR
2582,Lakeridge Health Corporation,"LHAP, 4E MEDICINE",RN
2583,Lakeridge Health Corporation,CASE MANAGEMENT,COMMUNITY MENTAL HEALTH WORKER
2584,Lakeridge Health Corporation,INTER-PROFESSIONAL PRACTICE,CLINICAL PRACTICE LEADER
2649,Lakeridge Health Corporation, ABSTRACTING,OUT PATIENT CODING SPECIALIST
2585,Lakeridge Health Corporation,BEDS - AJAX,CRISIS SECONDARY - CRISIS WORKER - NIGHTS
2586,Lakeridge Health Corporation,DMHS RESIDENTIAL,RESIDENTIAL SECONDARY - RELIEF - GENERAL
2587,Peterborough Regional Health Center,TH PHYSIOTHERAPY,"P/T REHAB.ASSTL, OCC.THERAPY"
2588,Scarborough Health Network,TOWER 4 PAEDIATRICS,NURSE EXTERN
2589,Lakeridge Health Corporation,DRCC AMBULATORY CLINICS,UNIT CLERK
2590,Lakeridge Health Corporation,DESTINY MANOR,ADDICTION COUNSELLOR I
2591,Scarborough Health Network,B INPATIENT CARDIOLOGY ,REGISTERED NURSE
2592,Lakeridge Health Corporation,"LDRP, LHAP",RN
2593,Lakeridge Health Corporation,PHYSIO:  MEDICINE,OT/PT ASSISTANT
2594,Lakeridge Health Corporation,PATIENT FOOD SERVICES - OSHAWA,DIRECTOR - FOOD SERVICES
2595,Scarborough Health Network,"2 OBSTETRICS LABOUR & DELIVERY",RPN
2596,Scarborough Health Network,B 4C SURGE FLEX,RPN
2597,Lakeridge Health Corporation,LH RESEARCH,VOLUNTEER
2598,Lakeridge Health Corporation,CONTINUING CARE EAST - WHITBY,PERSONAL SUPPORT WORKER
2599,Lakeridge Health Corporation,HOUSEKEEPING,SERVICE ASSOCIATE
2600,Lakeridge Health Corporation,PATIENT FOOD SERVICES - OSHAWA,PATIENT FOOD SERVICE SUPERVISOR
2601,Lakeridge Health Corporation,OG1 MEDICINE,REGISTERED  NURSE
729,Lakeridge Health Corporation,CYFP MENTAL HEALTH,MENTAL HEALTH CLINICIAN
2602,Lakeridge Health Corporation,OG9 MEDICINE UNIT / COPD,REGISTERED NURSE
2603,Lakeridge Health Corporation,GENERAL EMERGENCY - OSHAWA,NURSE PRACTITIONER
2604,Lakeridge Health Corporation,"OR MAIN, LHAP",PERIOPERATIVE SUPPORT
2605,Lakeridge Health Corporation,COM PC MH CONC DISORDERS,ADDICTION COUNSELLOR III
2607,Lakeridge Health Corporation,GENERAL EMERGENCY - OSHAWA,ORRS CLINICAL REPORTING SPECIALIST
2608,Lakeridge Health Corporation,IT SERVICE DESK & TECH SUPPORT ,STUDENT
2650,Campbellford Memorial Hospital,EMERGENCY DEPARTMENT,RPN
2651,Lakeridge Health Corporation,OG9 MEDICINE UNIT / COPD,IEN EXTERN
2609,Lakeridge Health Corporation,DRCC AMBULATORY CLINICS,NURSE PRACTITIONER
2610,Lakeridge Health Corporation,DMHS RESIDENTIAL,PERSONAL SUPPORT WORKER
2611,Lakeridge Health Corporation,CHILD/ADOLESCENT MENTAL HEALTH,NURSE PRACTITIONER
2612,Peterborough Regional Health Center,IP CLINICAL PROF PRACTICE,CLINICAL EXTERN
2613,Lakeridge Health Corporation,"3E IP SURGERY, LHAP","RN, SURGICAL"
